2026-06-06T16:45:38.361Z	INFO	livekit	server/main.go:210	starting in development mode
2026-06-06T16:45:38.362Z	INFO	livekit	routing/interfaces.go:180	using single-node routing
2026-06-06T16:45:58.229Z	DEBUG	livekit.pub	rtc/participant.go:1196	sending answer	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "answer": {"type":"answer","sdp":"v=0\r\no=- 5999184924290772849 1780764358 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 7F:DC:FA:43:6F:8C:D3:8B:4F:12:03:9B:7B:2C:EE:C1:D6:F9:1A:E8:41:6C:5E:5F:6B:DF:E0:93:DA:F1:82:EC\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:MJjIQyTRWlrXxXnb\r\na=ice-pwd:EdtyOaOWCtOiRxIZqrhKfLwYbZFMqwYp\r\n"}, "answerId": 0, "midToTrackID": {}}
2026-06-06T16:45:58.230Z	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "response": {"answer": {"type": "answer", "sdp": "v=0\r\no=- 5999184924290772849 1780764358 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 7F:DC:FA:43:6F:8C:D3:8B:4F:12:03:9B:7B:2C:EE:C1:D6:F9:1A:E8:41:6C:5E:5F:6B:DF:E0:93:DA:F1:82:EC\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:MJjIQyTRWlrXxXnb\r\na=ice-pwd:EdtyOaOWCtOiRxIZqrhKfLwYbZFMqwYp\r\n"}}}
2026-06-06T16:45:58.230Z	DEBUG	livekit	rtc/participant_signal.go:228	sending ICE candidate	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:3053598923 1 udp 2130706431 172.26.0.2 7882 typ host ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}
2026-06-06T16:45:58.230Z	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:3053598923 1 udp 2130706431 172.26.0.2 7882 typ host ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}}
2026-06-06T16:45:58.230Z	DEBUG	livekit	service/rtcservice.go:516	sending answer	{"connID": "CO_TQkK52BCmoi5", "answer": {"Answer":{"type":"answer","sdp":"v=0\r\no=- 5999184924290772849 1780764358 IN IP4 0.0.0.0\r\ns=-\r\nt=0 0\r\na=msid-semantic:WMS *\r\na=fingerprint:sha-256 7F:DC:FA:43:6F:8C:D3:8B:4F:12:03:9B:7B:2C:EE:C1:D6:F9:1A:E8:41:6C:5E:5F:6B:DF:E0:93:DA:F1:82:EC\r\na=extmap-allow-mixed\r\na=group:BUNDLE 0\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=setup:active\r\na=mid:0\r\na=sendrecv\r\na=sctp-port:5000\r\na=max-message-size:65535\r\na=ice-ufrag:MJjIQyTRWlrXxXnb\r\na=ice-pwd:EdtyOaOWCtOiRxIZqrhKfLwYbZFMqwYp\r\n"}}, "room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "joinDuration": "8.21983ms"}
2026-06-06T16:45:58.230Z	DEBUG	livekit	service/rtcservice.go:553	sending signal response	{"connID": "CO_TQkK52BCmoi5", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:3053598923 1 udp 2130706431 172.26.0.2 7882 typ host ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}"}}, "room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "joinDuration": "8.21983ms"}
2026-06-06T16:45:58.230Z	DEBUG	livekit	service/rtcservice.go:611	received answer	{"connID": "CO_TQkK52BCmoi5", "answer": {"Answer":{"type":"answer","sdp":"v=0\r\no=- 8606756317820793587 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:E9ue\r\na=ice-pwd:LZFdnoE7Ww5gMVOUYpAsU53w\r\na=ice-options:trickle\r\na=fingerprint:sha-256 A0:87:33:BC:1E:E8:0B:CD:2F:9C:CD:32:D4:4D:8F:32:D9:2E:A0:38:E4:60:27:6C:0B:C9:BC:14:E3:66:D1:76\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}}, "room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "joinDuration": "8.21983ms"}
2026-06-06T16:45:58.231Z	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_TQkK52BCmoi5", "request": {"Trickle":{"candidateInit":"{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:2463846334 1 udp 2122260223 172.26.0.2 42858 typ host generation 0 ufrag 2Uc6 network-id 1\"}"}}, "room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "joinDuration": "8.21983ms"}
2026-06-06T16:45:58.231Z	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_TQkK52BCmoi5", "request": {"Trickle":{"candidateInit":"{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:1820020662 1 udp 2122260223 172.26.0.2 41621 typ host generation 0 ufrag E9ue network-id 1\"}","target":1}}, "room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "joinDuration": "8.21983ms"}
2026-06-06T16:45:58.231Z	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "request": {"answer": {"type": "answer", "sdp": "v=0\r\no=- 8606756317820793587 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:E9ue\r\na=ice-pwd:LZFdnoE7Ww5gMVOUYpAsU53w\r\na=ice-options:trickle\r\na=fingerprint:sha-256 A0:87:33:BC:1E:E8:0B:CD:2F:9C:CD:32:D4:4D:8F:32:D9:2E:A0:38:E4:60:27:6C:0B:C9:BC:14:E3:66:D1:76\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}}}
2026-06-06T16:45:58.231Z	DEBUG	livekit.sub	rtc/participant.go:1231	received answer	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "answer": {"type":"answer","sdp":"v=0\r\no=- 8606756317820793587 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS\r\nm=application 9 UDP/DTLS/SCTP webrtc-datachannel\r\nc=IN IP4 0.0.0.0\r\na=ice-ufrag:E9ue\r\na=ice-pwd:LZFdnoE7Ww5gMVOUYpAsU53w\r\na=ice-options:trickle\r\na=fingerprint:sha-256 A0:87:33:BC:1E:E8:0B:CD:2F:9C:CD:32:D4:4D:8F:32:D9:2E:A0:38:E4:60:27:6C:0B:C9:BC:14:E3:66:D1:76\r\na=setup:active\r\na=mid:0\r\na=sctp-port:5000\r\na=max-message-size:65535\r\n"}, "answerId": 0}
2026-06-06T16:45:58.231Z	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "request": {"trickle": {"candidateInit": "{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:2463846334 1 udp 2122260223 172.26.0.2 42858 typ host generation 0 ufrag 2Uc6 network-id 1\"}", "target": "PUBLISHER"}}}
2026-06-06T16:45:58.231Z	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "request": {"trickle": {"candidateInit": "{\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"candidate\":\"candidate:1820020662 1 udp 2122260223 172.26.0.2 41621 typ host generation 0 ufrag E9ue network-id 1\"}", "target": "SUBSCRIBER"}}}
2026-06-06T16:45:58.231Z	DEBUG	livekit.transport	rtc/transport.go:2893	processing answer	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "answerId": 0}
2026-06-06T16:45:58.231Z	DEBUG	livekit.transport	rtc/transport.go:2433	added ICE candidate	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "candidate": {"candidate":"candidate:2463846334 1 udp 2122260223 172.26.0.2 42858 typ host generation 0 ufrag 2Uc6 network-id 1","sdpMid":"0","sdpMLineIndex":0,"usernameFragment":null}}
2026-06-06T16:45:58.232Z	DEBUG	livekit.transport	rtc/transport.go:2433	added ICE candidate	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "candidate": {"candidate":"candidate:1820020662 1 udp 2122260223 172.26.0.2 41621 typ host generation 0 ufrag E9ue network-id 1","sdpMid":"0","sdpMLineIndex":0,"usernameFragment":null}}
2026-06-06T16:45:58.232Z	DEBUG	livekit.transport	rtc/transport.go:843	ice connection state change	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "state": "checking"}
2026-06-06T16:45:58.232Z	DEBUG	livekit.transport	rtc/transport.go:843	ice connection state change	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "state": "connected"}
2026-06-06T16:45:58.232Z	DEBUG	livekit.transport	rtc/transport.go:634	selected ICE candidate pair changed	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "pair": {"localProtocol": "udp", "localCandidateType": "host", "localAddress": "172.26.0.2", "localPort": 7882, "remoteProtocol": "udp", "remoteCandidateType": "host", "remoteAddress": "172.26.0.2", "remotePort": 42858}}
2026-06-06T16:45:58.232Z	DEBUG	livekit.transport	rtc/transport.go:854	peer connection state change	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "state": "connecting"}
2026-06-06T16:45:58.232Z	DEBUG	livekit.transport	rtc/transport.go:708	setting connection timer after ICE connected	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "timeout": "10s", "iceDuration": "2.89328ms"}
2026-06-06T16:45:58.236Z	DEBUG	livekit.transport	rtc/transport.go:854	peer connection state change	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "state": "connected"}
2026-06-06T16:45:58.238Z	DEBUG	livekit.transport	rtc/transport.go:872	_reliable data channel open	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER"}
2026-06-06T16:45:58.238Z	DEBUG	livekit.transport	rtc/transport.go:872	_data_track data channel open	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER"}
2026-06-06T16:45:58.238Z	DEBUG	livekit.transport	rtc/transport.go:872	_lossy data channel open	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER"}
2026-06-06T16:45:58.244Z	DEBUG	livekit	rtc/participant_signal.go:228	sending ICE candidate	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:200362283 1 tcp 1671430143 172.26.0.2 7881 typ host tcptype passive ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}
2026-06-06T16:45:58.244Z	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:200362283 1 tcp 1671430143 172.26.0.2 7881 typ host tcptype passive ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}}
2026-06-06T16:45:58.244Z	DEBUG	livekit	service/rtcservice.go:553	sending signal response	{"connID": "CO_TQkK52BCmoi5", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:200362283 1 tcp 1671430143 172.26.0.2 7881 typ host tcptype passive ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}"}}, "room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "joinDuration": "8.21983ms"}
2026-06-06T16:45:58.245Z	DEBUG	livekit	rtc/participant_signal.go:228	sending ICE candidate	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "PUBLISHER", "trickle": {"candidateInit": "{\"candidate\":\"candidate:2762903700 1 udp 1694498815 195.26.233.55 48155 typ srflx raddr 0.0.0.0 rport 48155 ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}
2026-06-06T16:45:58.245Z	DEBUG	livekit	signalling/signallerasync.go:111	sent signal response	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "response": {"trickle": {"candidateInit": "{\"candidate\":\"candidate:2762903700 1 udp 1694498815 195.26.233.55 48155 typ srflx raddr 0.0.0.0 rport 48155 ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}", "target": "PUBLISHER"}}}
2026-06-06T16:45:58.245Z	DEBUG	livekit	service/rtcservice.go:553	sending signal response	{"connID": "CO_TQkK52BCmoi5", "response": {"Trickle":{"candidateInit":"{\"candidate\":\"candidate:2762903700 1 udp 1694498815 195.26.233.55 48155 typ srflx raddr 0.0.0.0 rport 48155 ufrag MJjIQyTRWlrXxXnb\",\"sdpMid\":\"0\",\"sdpMLineIndex\":0,\"usernameFragment\":null}"}}, "room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "joinDuration": "8.21983ms"}
2026-06-06T16:45:58.280Z	DEBUG	livekit.transport	rtc/transport.go:843	ice connection state change	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "state": "connected"}
2026-06-06T16:45:58.280Z	DEBUG	livekit.transport	rtc/transport.go:708	setting connection timer after ICE connected	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "timeout": "10s", "iceDuration": "48.011124ms"}
2026-06-06T16:45:58.280Z	DEBUG	livekit.transport	rtc/transport.go:634	selected ICE candidate pair changed	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "pair": {"localProtocol": "udp", "localCandidateType": "host", "localAddress": "172.26.0.2", "localPort": 7882, "remoteProtocol": "udp", "remoteCandidateType": "host", "remoteAddress": "172.26.0.2", "remotePort": 41621}}
2026-06-06T16:45:58.282Z	DEBUG	livekit.transport	rtc/transport.go:854	peer connection state change	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER", "state": "connected"}
2026-06-06T16:45:58.282Z	DEBUG	livekit	rtc/participant.go:2143	updating participant state	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "state": "ACTIVE"}
2026-06-06T16:45:58.282Z	DEBUG	livekit.transport	rtc/transport.go:1293	_reliable data channel open	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER"}
2026-06-06T16:45:58.282Z	DEBUG	livekit.transport	rtc/transport.go:1293	_data_track data channel open	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER"}
2026-06-06T16:45:58.282Z	DEBUG	livekit.transport	rtc/transport.go:1293	_lossy data channel open	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "transport": "SUBSCRIBER"}
2026-06-06T16:45:58.282Z	INFO	livekit	rtc/room.go:1262	participant active	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "publisherCandidates": ["[local][selected:1][trickle] udp4 host 172.26.0.2:7882 (resolved: 172.26.0.2:7882)", "[local][trickle] tcp4 host 172.26.0.2:7881 (resolved: 172.26.0.2:7881)", "[local][trickle] udp4 srflx 195.26.233.55:48155 related 0.0.0.0:48155 (resolved: 195.26.233.55:48155)", "[local][trickle] udp4 srflx 195.26.233.55:56473 related 0.0.0.0:56473 (resolved: 195.26.233.55:56473)", "[remote][selected:1][trickle] udp host 172.26.0.2:42858"], "subscriberCandidates": ["[local][selected:1][trickle] udp4 host 172.26.0.2:7882 (resolved: 172.26.0.2:7882)", "[local][trickle] tcp4 host 172.26.0.2:7881 (resolved: 172.26.0.2:7881)", "[local][trickle] udp4 srflx 195.26.233.55:50328 related 0.0.0.0:50328 (resolved: 195.26.233.55:50328)", "[local][trickle] udp4 srflx 195.26.233.55:46557 related 0.0.0.0:46557 (resolved: 195.26.233.55:46557)", "[remote][selected:1][trickle] udp host 172.26.0.2:41621"], "connectionType": "udp", "clientInfo": {"sdk": "PYTHON", "version": "1.1.10", "protocol": 17, "os": "Ubuntu", "osVersion": "24.4.0", "deviceModel": "AS -4124GO-NART+", "clientProtocol": 1, "capabilities": ["CAP_PACKET_TRAILER"]}, "connectTime": "84.760947ms"}
2026-06-06T16:45:58.286Z	DEBUG	livekit	service/rtcservice.go:613	received signal request	{"connID": "CO_TQkK52BCmoi5", "request": {"AddTrack":{"cid":"0c4fc131-584c-428a-9d94-a915139b2d33","name":"assistant","source":2}}, "room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "joinDuration": "8.21983ms"}
2026-06-06T16:45:58.286Z	DEBUG	livekit	signalling/signalhandler.go:55	handling signal request	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "request": {"addTrack": {"cid": "0c4fc131-584c-428a-9d94-a915139b2d33", "name": "assistant", "type": "AUDIO", "source": "MICROPHONE", "encryption": "NONE", "backupCodecPolicy": "PREFER_REGRESSION"}}}
2026-06-06T16:45:58.287Z	DEBUG	livekit	rtc/participant.go:1291	add track request	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "trackID": "0c4fc131-584c-428a-9d94-a915139b2d33", "request": {"cid": "0c4fc131-584c-428a-9d94-a915139b2d33", "name": "assistant", "type": "AUDIO", "source": "MICROPHONE", "encryption": "NONE", "backupCodecPolicy": "PREFER_REGRESSION"}}
2026-06-06T16:45:58.287Z	DEBUG	livekit.pub	rtc/participant.go:3026	pending track added	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "trackID": "TR_AMaVyTPMYQkYjS", "request": {"cid": "0c4fc131-584c-428a-9d94-a915139b2d33", "name": "assistant", "type": "AUDIO", "source": "MICROPHONE", "encryption": "NONE", "backupCodecPolicy": "PREFER_REGRESSION"}, "pendingTrack": {"trackInfos": [{"sid": "TR_AMaVyTPMYQkYjS", "type": "AUDIO", "name": "<redacted>", "source": "MICROPHONE", "codecs": [{"cid": "0c4fc131-584c-428a-9d94-a915139b2d33", "videoLayerMode": "ONE_SPATIAL_LAYER_PER_STREAM"}], "encryption": "NONE", "stream": "camera", "backupCodecPolicy": "SIMULCAST"}], "sdpRids": ["", "", ""], "migrated": false, "createdAt": "2026-06-06T16:45:58.287Z", "queued": false}}
2026-06-06T16:45:58.287Z	DEBUG	livekit.pub	rtc/participant_signal.go:241	sending track published	{"room": "omni-room", "roomID": "RM_rfAdT3WtDG6H", "participant": "omni-worker", "participantID": "PA_wsxJ8PufS7cW", "remote": false, "cid": "0c4fc131-584c-428a-9d94-a915139b2d33", "trackInfo": {"sid": "TR_AMaVyTPMYQkYjS", "type": "AUDIO", "name": "<redacted>", "source": "MICROPHONE", "codecs": [{"cid": "0c4fc131-584c-428a-9d94-a915139b2d33", "videoLayerMode": "ONE_SPATIAL_LAYER_PER_STREAM"}], "encryption": "NONE", "stream": "camera", "backupCodecPolicy": "SIMULCAST"}}
